source mass_msun mass_spotless_msun teff_k lstar_lsun log_macc log_lacc radius_au dist_pc reference
J11092379-7623207 0.5770946448087432 0.496 3780 0.784 -7.113 -0.32 32.4904 191.12 Manara+16,17
J11094621-7634463 0.38162710382513665 0.328 3415 0.09 -9.235 -2.26 27.4806 196.29 Manara+16,17
J11094742-7726290 0.6480679781420766 0.557 3705 0.142 -8.964 -1.77 101.4526 191.42 Manara+16,17
J11095215-7639128 0.1000607650273224 0.086 2940 0.068 -10.1 -3.85  190.0 Manara+16,17
J11095336-7728365 0.0791178142076503 0.068 3060 0.018 -10.02 -3.52  185.63 Manara+16,17
J11095340-7634255 0.803976612021858 0.691 4060 0.677 -6.77 0.26 68.76 190.0 Manara+16,17
J11095407-7629253 0.6329425136612024 0.544 3705 0.154 -9.115 -1.86  190.0 Manara+16,17
J11095873-7737088 0.5712771584699454 0.491 3780 0.86 -6.729 0.04  190.0 Manara+16,17
J11100369-7633291 0.7516192349726777 0.646 3850 0.344 -9.374 -2.25 29.3625 195.75 Manara+16,17
J11100469-7635452 0.8319005464480875 0.715 4060 0.495 -9.51 -2.42 34.7508 193.06 Manara+16,17
J11100704-7629376 0.7946686338797816 0.683 4060 0.747 -8.39 -1.49  190.0 Manara+16,17
J11100785-7727480 0.10587825136612022 0.091 3060 0.058 -10.45 -4.09  204.94 Manara+16,17
J11101141-7635292 0.9866456830601094 0.848 4350 0.916 -9.34 -2.3 27.4484 196.06 Manara+16,17
J11103801-7732399 1.153025792349727 0.991 4590 2.678 -7.65 -0.79  190.0 Manara+16,17
J11104141-7720480 0.08260830601092896 0.071 3060 0.022 -9.412 -2.91  199.8 Manara+16,17
J11104959-7717517 0.4456194535519126 0.383 3560 0.204 -7.581 -0.68 39.2049 186.69 Manara+16,17
J11105333-7634319 0.3385777049180328 0.291 3415 0.233 -7.7 -0.97 30.9168 193.23 Manara+16,17
J11105359-7725004 0.11984021857923498 0.103 3125 0.051 -9.865 -3.37 23.2704 193.92 Manara+16,17
J11113965-7620152 0.2885473224043716 0.248 3340 0.408 -7.166 -0.66 17.19 190.0 Manara+16,17
J11114632-7620092 1.6277326775956287 1.399 4900 1.476 -7.83 -0.58 26.8254 191.61 Manara+16,17
J11120351-7726009 0.14078316939890712 0.121 3060 0.094 -9.591 -3.19 20.4732 186.12 Manara+16,17
J11122441-7637064 1.4369191256830605 1.235 4900 0.919 -7.96 -0.62  191.77 Manara+16,17
J11123092-7644241 0.6701744262295082 0.576 3780 0.265 -7.766 -0.67 25.2525 194.25 Manara+16,17
J11124861-7647066 0.1815055737704918 0.156 3200 0.153 -9.365 -2.9  189.15 Manara+16,17
J11132446-7629227 0.21873748633879783 0.188 3270 0.155 -9.46 -2.9 32.3952 190.56 Manara+16,17
J11142454-7733062 0.18732306010928965 0.161 3200 0.166 -8.715 -2.26 22.6176 188.48 Manara+16,17
J11173700-7704381 0.6050185792349728 0.52 3780 0.585 -7.889 -1.02 30.2208 188.88 Manara+16,17
J11175211-7629392 0.17452459016393443 0.15 3200 0.102 -10.75 -4.39  193.57 Manara+16,17
J11241186-7630425 0.08958928961748634 0.077 3060 0.04 -10.17 -3.78 22.236 185.3 Manara+16,17
