name,mass_msun_somers,mass_spotless_msun,teff_k,lstar_lsun,log_macc,log_lacc,radius_au,dist_pc,reference,category,mass_calibration,spot_coverage_fraction,mass_msun,mass_kg,lacc_w,power_density_w_per_kg
J11094742-7726290,0.6480679781420766,0.557,3705,0.142,-8.964,-1.77,101.4526,191.42,"Manara+16,17",young_stellar_objects,somers_2020_spots,0.17,0.6480679781420766,1.288663732496175e+30,6.500876701623557e+24,5.044664901860154e-06
J11095215-7639128,0.1000607650273224,0.086,2940,0.068,-10.1,-3.85,190.0,,,young_stellar_objects,somers_2020_spots,0.17,0.1000607650273224,1.9896782943387978e+29,5.407193720815903e+22,2.7176221081573393e-07
J11095336-7728365,0.0791178142076503,0.068,3060,0.018,-10.02,-3.52,185.63,,,young_stellar_objects,somers_2020_spots,0.17,0.0791178142076503,1.5732340001748638e+29,1.1560375185698917e+23,7.348160022230634e-07
J11095340-7634255,0.803976612021858,0.691,4060,0.677,-6.77,0.26,68.76,190.0,"Manara+16,17",young_stellar_objects,somers_2020_spots,0.17,0.803976612021858,1.598683373707104e+30,6.965814886759017e+26,0.0004357219823088765
J11095407-7629253,0.6329425136612024,0.544,3705,0.154,-9.115,-1.86,190.0,,,young_stellar_objects,somers_2020_spots,0.17,0.6329425136612024,1.258587200139891e+30,5.284110964899842e+24,4.19844645195225e-06
J11095873-7737088,0.5712771584699454,0.491,3780,0.86,-6.729,0.04,190.0,,,young_stellar_objects,somers_2020_spots,0.17,0.5712771584699454,1.1359674913027324e+30,4.1973185348361126e+26,0.00036949283909723594
J11100369-7633291,0.7516192349726777,0.646,3850,0.344,-9.374,-2.25,29.3625,195.75,"Manara+16,17",young_stellar_objects,somers_2020_spots,0.17,0.7516192349726777,1.4945723001661204e+30,2.1526425928286564e+24,1.4403067637406315e-06
J11100469-7635452,0.8319005464480875,0.715,4060,0.495,-9.51,-2.42,34.7508,193.06,"Manara+16,17",young_stellar_objects,somers_2020_spots,0.17,0.8319005464480875,1.6542092795956286e+30,1.4553650091151085e+24,8.797949733850317e-07
J11100704-7629376,0.7946686338797816,0.683,4060,0.747,-8.39,-1.49,190.0,,,young_stellar_objects,somers_2020_spots,0.17,0.7946686338797816,1.5801747384109293e+30,1.238716518726617e+25,7.839111008522431e-06
J11100785-7727480,0.1058782513661202,0.091,3060,0.058,-10.45,-4.09,204.94,,,young_stellar_objects,somers_2020_spots,0.17,0.1058782513661202,2.1053572649398904e+29,3.1115152158761727e+22,1.4779036639964328e-07
J11101141-7635292,0.9866456830601094,0.848,4350,0.916,-9.34,-2.3,27.4484,196.06,"Manara+16,17",young_stellar_objects,somers_2020_spots,0.17,0.9866456830601094,1.9619153413945355e+30,1.918544730325199e+24,9.77893739778543e-07
J11103801-7732399,1.153025792349727,0.991,4590,2.678,-7.65,-0.79,190.0,,,young_stellar_objects,somers_2020_spots,0.17,1.153025792349727,2.2927571973136614e+30,6.2082890526899835e+25,2.707783039549066e-05
J11104141-7720480,0.0826083060109289,0.071,3060,0.022,-9.412,-2.91,199.8,,,young_stellar_objects,somers_2020_spots,0.17,0.0826083060109289,1.642641382535518e+29,4.709468854669795e+23,2.867009747069954e-06
J11104959-7717517,0.4456194535519126,0.383,3560,0.204,-7.581,-0.68,39.2049,186.69,"Manara+16,17",young_stellar_objects,somers_2020_spots,0.17,0.4456194535519126,8.861009148043717e+29,7.997825588909262e+25,9.025863144126171e-05
J11105333-7634319,0.3385777049180328,0.291,3415,0.233,-7.7,-0.97,30.9168,193.23,"Manara+16,17",young_stellar_objects,somers_2020_spots,0.17,0.3385777049180328,6.732516088983607e+29,4.101775900449558e+25,6.09248584962356e-05
J11105359-7725004,0.1198402185792349,0.103,3125,0.051,-9.865,-3.37,23.2704,193.92,"Manara+16,17",young_stellar_objects,somers_2020_spots,0.17,0.1198402185792349,2.382986794382512e+29,1.6329463979724964e+23,6.852519711069701e-07
J11113965-7620152,0.2885473224043716,0.248,3340,0.408,-7.166,-0.66,17.19,190.0,"Manara+16,17",young_stellar_objects,somers_2020_spots,0.17,0.2885473224043716,5.737676941814208e+29,8.374751496478887e+25,0.00014596066633599725
J11114632-7620092,1.627732677595629,1.399,4900,1.476,-7.83,-0.58,26.8254,191.61,"Manara+16,17",young_stellar_objects,somers_2020_spots,0.17,1.627732677595629,3.23669759741858e+30,1.0068665872975522e+26,3.110783621245853e-05
J11120351-7726009,0.1407831693989071,0.121,3060,0.094,-9.591,-3.19,20.4732,186.12,"Manara+16,17",young_stellar_objects,somers_2020_spots,0.17,0.1407831693989071,2.7994310885464478e+29,2.4715643887446616e+23,8.828809535111562e-07
J11122441-7637064,1.4369191256830605,1.235,4900,0.919,-7.96,-0.62,191.77,,,young_stellar_objects,somers_2020_spots,0.17,1.4369191256830605,2.857270573846995e+30,9.182732414006609e+25,3.213812684754979e-05
J11123092-7644241,0.6701744262295082,0.576,3780,0.265,-7.766,-0.67,25.2525,194.25,"Manara+16,17",young_stellar_objects,somers_2020_spots,0.17,0.6701744262295082,1.33262174132459e+30,8.184118878614544e+25,6.141366769597913e-05
J11124861-7647066,0.1815055737704918,0.156,3200,0.153,-9.365,-2.9,189.15,,,young_stellar_objects,somers_2020_spots,0.17,0.1815055737704918,3.609183882754099e+29,4.8191664763480734e+23,1.3352510243037714e-06
J11132446-7629227,0.2187374863387978,0.188,3270,0.155,-9.46,-2.9,32.3952,190.56,"Manara+16,17",young_stellar_objects,somers_2020_spots,0.17,0.2187374863387978,4.3495292946010925e+29,4.8191664763480734e+23,1.1079742542095128e-06
J11142454-7733062,0.1873230601092896,0.161,3200,0.166,-8.715,-2.26,22.6176,188.48,"Manara+16,17",young_stellar_objects,somers_2020_spots,0.17,0.1873230601092896,3.7248628533551906e+29,2.1036424651269878e+24,5.647570254115854e-06
J11173700-7704381,0.6050185792349728,0.52,3780,0.585,-7.889,-1.02,30.2208,188.88,"Manara+16,17",young_stellar_objects,somers_2020_spots,0.17,0.6050185792349728,1.2030612942513664e+30,3.6557116192900567e+25,3.0386744522147645e-05
J11175211-7629392,0.1745245901639344,0.15,3200,0.102,-10.75,-4.39,193.57,,,young_stellar_objects,somers_2020_spots,0.17,0.1745245901639344,3.470369118032786e+29,1.5594517034341446e+22,4.4936191234842926e-08
J11241186-7630425,0.0895892896174863,0.077,3060,0.04,-10.17,-3.78,22.236,185.3,"Manara+16,17",young_stellar_objects,somers_2020_spots,0.17,0.0895892896174863,1.7814561472568298e+29,6.3528986816709856e+22,3.5661268965017627e-07
