sub_realm,group,system,mass_kg,er_w,power_density_w_per_kg,comments,reference,segment,color,data_source
iii) eukaryotes,cyclists,20 min,65.0,397.0,6.1,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,cyclists,1 hr,65.0,390.0,6.0,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,cyclists,amateur: 5 min,72.5,268.0,3.7,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,cyclists,20 min,72.5,239.0,3.3,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,cyclists,1 hr,72.5,218.0,3.0,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,cyclists,recreational: 5 min,80.0,200.0,2.5,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,cyclists,20 min,80.0,168.0,2.1,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,cyclists,1 hr,80.0,144.0,1.8,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,professional cyclists,Sam Bennett (road): peak,73.0,1480.0,20.3,mass of cycle not included; power as ERout,https://www.cyclingweekly.com/news/racing/data-reveals-the-most-powerful-sprints-of-2018-and-the-numbers-are-pretty-mind-blowing-359140,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,professional cyclists,average,73.0,1070.0,14.7,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,professional cyclists,Elia Viviani: peak,70.0,1310.0,18.7,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,professional cyclists,average,70.0,1100.0,15.7,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,professional cyclists,Fernando Gaviria: peak,71.0,1440.0,20.3,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,professional cyclists,average,71.0,1200.0,16.9,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,professional cyclists,Peter Sagan: peak,78.0,1420.0,18.2,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,professional cyclists,average,78.0,1070.0,13.7,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,professional cyclists,Colbrelli:peak,74.0,1190.0,16.1,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,professional cyclists,average,74.0,1050.0,14.2,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,professional cyclists,Gaviria: peak,71.0,1380.0,19.4,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,professional cyclists,average,71.0,1130.0,15.9,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,Mathieu van der Poel,Visegrádi climb (2022): average,75.0,458.0,6.11,mass of bicycle not included; power as ERout,https://www.indeleiderstrui.nl/wielrennen/gespot-op-strava-de-epische-giro-ditalia-van-mathieu-van-der-poel-in-cijfers,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,Mathieu van der Poel,Visegrádi climb (2022): max.,75.0,956.0,12.7,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,Mathieu van der Poel,Visegrádi (2022): sprint,75.0,1120.0,14.9,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,Mathieu van der Poel,WK gravel (2022): average,75.0,326.0,4.35,mass of bicycle not included; power as ERout,https://www.indeleiderstrui.nl/wielrennen/gespot-op-strava-indrukwekkende-cijfers-van-der-poel-tonen-aan-waarom-hij-scheel-keek-op-gravel,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,Mathieu van der Poel,WK gravel (2022): sprint,75.0,1540.0,20.6,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,Mathieu van der Poel,WK gravel (2022): Lago di Fimon sector,75.0,425.0,5.67,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,professional cyclist,5 s maximum,70.0,1400.0,20.0,mass estimate and mass of bicycle not included; power as ERout,https://en.m.wikipedia.org/wiki/Power-to-weight_ratio,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,Alberto Contador,Verbier climb (2009),62.0,420.0,6.77,mass of bicycle not included; power as ERout, ,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,Jonas Vingegaard,Coll de Rates: King Of the Mountain (2018),58.0,398.0,6.86,mass of bicycle not included; ERout calculated from ERD and mass,"""Koning van de Coll de Rates"", Volkskrant, 1/7/2023 ",Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,rowers,elite rower,100.0,595.0,5.95,mass of boat not included; power as ERout calculated via specific power multiplied by mass,https://www.rowingmachine-guide.com/tabata-rowing-workouts.html,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,rowers,average rower,90.0,268.0,2.98,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,Chris Froome,Col de Soudet (2015),67.0,472.0,7.04,ERout calculated from ERD and mass,https://www.ad.nl/wielrennen/froome-trapte-vorige-week-abnormaal-hoog-wattage~ab4f3d8d/?cb=97cc373d52966755971bc08f83293fd0&auth_rd=1,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,Chris Froome,during 2nd Tour de France victory: for 41min28s,67.0,414.0,6.18,maximum power as ERout,"https://www.cyclist.co.uk/in-depth/how-much-better-are-pro-cyclists#:~:text=The%20more%20aerodynamic%20Mark%20Cavendish,for%2030%20seconds%20",Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,Chris Froome,30 min maxmimum training,67.0,419.0,6.25,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,Chris Froome,60 min maximum training,67.0,366.0,5.46,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,Tom Dumoulin,Vuelta a España in 2015: climb lasting 5min55s,72.6,508.0,7.0,mass calculated form ERD and ER, ,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,André Greipel ,peak during sprint,78.0,1900.0,24.4,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,André Greipel ,average for 30 sec.,78.0,1000.0,12.8,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,elite cyclist: maximum,male,95.0,2470.0,26.0,"mass estimated to yield power = 2400 to 2500 W as Erout, combined with ERD = 24 to 25 W/kg; mass of bicycle not included",Maximal muscular power: lessons from sprint cycling,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,elite cyclist: maximum,female,70.0,1610.0,23.0,mass of bicycle not included; maximum power as ERout, ,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,Harrie Lavreysen,Palma de Mallorca semi-final,92.0,1940.0,21.1,,https://www.uci.org/article/watts-and-heart-race-performances-in-numbers-at-the-uci-track-champions/1Er8zXuPAXLFRAQxuL37Z2,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,Harrie Lavreysen,Palma de Mallorca final,92.0,1730.0,18.8,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,humans with various activities,sleeping/lying (basal),70.0,76.6,1.1,ER calculated from mass of human male and ERD in erg/(s.g),"E.J. Chaisson, ""Cosmic evolution; The rise of complexity in nature"", Harvard University Press (2002).",Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,humans with various activities,sitting (reading/eating),70.0,105.0,1.5,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,humans with various activities,"standing (at ease, indoors)",70.0,167.0,2.38,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,humans with various activities,"walking (steady, outdoors)",70.0,195.0,2.78,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,humans with various activities,other (sport/exercise),70.0,314.0,4.47,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,chess players,before chess game,76.0,107.0,1.4,average mass of 20 chess players; average energy rate in kcal/min as ERin,"N. Troubat, M.P. Tulppo and B. Dugue, “The stress of chess players as a model to study the effects of psychological stimuli on physiological responses: an example of substrate oxidation and heart rate variability in man”, Eur. J. Appl. Physiol., 105 (2009) 343.",Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,chess players,at beginning of game,76.0,116.0,1.53,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,chess players,in middle of game,76.0,107.0,1.4,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,chess players,at end of game,76.0,108.0,1.42,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,women,BMR 23 yr,67.1,66.8,0.996,average mass; basal metabolic rate via double labeled water method as ERin,"H. Pontzer et al., ""Daily energy expenditure through the human life course"", Science 373 (2021) 808.",Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,women,BMR 28 yr,68.0,67.5,0.992,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,women,TEE 23 yr,67.1,112.0,1.66,average mass; total energy expenditure via double labeled water method as ERin,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,women,TEE 28 yr,68.0,111.0,1.63,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,pregnant women (1),gestational period = 0 weeks,66.9,62.8,0.939,average mass; average BMR in kJ/day as ERin,"Changes in basal metabolic rate during pregnancy in relation to changes in body weight and composition, cardiac output, insulinlike growth factor I, and thyroid hormones and in relation to fetal growth",Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,pregnant women (1),8,68.7,64.1,0.933,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,pregnant women (1),14,69.3,64.5,0.93,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,pregnant women (1),20,72.1,66.4,0.921,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,pregnant women (1),32,79.0,79.4,1.01,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,pregnant women (1),35,81.0,83.1,1.03,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,pregnant women (2),,79.4,84.5,1.06,average mass calculated from weight gain and assuming pre-pregnancy mass at 67 kg; average BMR in MJ/day in 3rd trimester as ERin,Energy requirements during pregnancy and lactation,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,pregnant women (2),,80.4,82.2,1.02,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,pregnant women (2),,80.7,83.3,1.03,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,pregnant women (2),,80.7,76.4,0.947,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,pregnant women (2),,78.6,83.3,1.06,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,pregnant women (2),,80.2,82.2,1.02,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,lactating women: BMR,USA,64.8,66.7,1.03,average mass; average BMR in MJ/day as ERin,Energy requirements during pregnancy and lactation,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,lactating women: BMR,UK,57.1,67.8,1.19,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,lactating women: BMR,,58.9,68.2,1.16,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,lactating women: BMR,,58.9,67.7,1.15,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,lactating women: BMR,,58.6,65.2,1.11,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,lactating women: BMR,Sweden,61.5,64.8,1.05,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,lactating women: BMR,,64.4,68.3,1.06,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,lactating women: BMR,,63.0,69.4,1.1,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,lactating women: BMR,USA,61.6,65.4,1.06,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,lactating women: BMR,,62.8,64.5,1.03,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,lactating women: TEE,USA,64.8,117.0,1.8,average mass; average TEE in MJ/day as ERin,Energy requirements during pregnancy and lactation,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,lactating women: TEE,UK,57.1,113.0,1.98,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,lactating women: TEE,,58.9,102.0,1.74,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,lactating women: TEE,,58.9,105.0,1.79,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,lactating women: TEE,,58.6,104.0,1.77,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,lactating women: TEE,Sweden,61.5,125.0,2.03,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,lactating women: TEE,,64.4,123.0,1.91,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,lactating women: TEE,,63.0,125.0,1.98,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,lactating women: TEE,USA,61.6,122.0,1.99,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,lactating women: TEE,,62.8,116.0,1.84,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,cancer patients (1),lower value of range,75.0,128.0,1.71,"mass estimate; ER calculated as sum of normal, daily food energy uptake (2500 kcal/day) plus extra tumor energy expediture (from specific energy and 0.8 kg mass for tumor)",Determining the factors affecting energy metabolism and energy requirement in cancer patients,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,cancer patients (1),upper value,75.0,139.0,1.86,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,cancer patients (1),BMR cancer patient,75.0,97.9,1.31,mass estimate; BMR calculated via equation 20, ,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,cancer patients (1),BMR healthy,75.0,86.3,1.15,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,cancer patients (2),study A,75.0,133.0,1.77,"mass estimate; ER calculated as sum of normal, daily food energy uptake (2500 kcal/day) plus extra tumor energy expediture  (from specific energy and 0.8 kg mass for tumor)",Modeling the energetic cost of cancer as a result of altered energy metabolism: ,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,cancer patients (2),study B,75.0,138.0,1.84,extra ER is average of range,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,cancer patients (2),healthy person,75.0,121.0,1.61,mass estimate; ER calculated from daily food energy uptake (2500 kcal/day), ,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,cancer patients (3),lung cancer,75.0,126.0,1.67,"mass estimate; ER calculated as sum of normal, daily food energy uptake (2500 kcal/day) plus extra tumor-related energy expediture (from specific energy in kJ/[FFM.day], assuming 20% fat content)",Comparison of Resting Energy Expenditure Between Cancer Subjects and Healthy Controls: A Meta-Analysis,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,cancer patients (3),head/neck/esophageal cancer,75.0,125.0,1.67,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,cancer patients (3),pancreatic cancer,75.0,128.0,1.7,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,cancer patients (3),ureologic cancer,75.0,128.0,1.7,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,cancer patients (3),liver cancer,75.0,137.0,1.83,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,cancer patients (3),gastric/colon cancer,75.0,122.0,1.63,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,cancer patients (3),mean,75.0,128.0,1.7,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,cancer patients (3),healthy,75.0,121.0,1.61,mass estimate; ER calculated from daily food energy uptake (2500 kcal/day), ,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,Mantis shrimp,punching claw,0.05,34500.0,690000.0,mass is average between 10 and 90 g; ERout calculated as product of speed of claw of 23 m/s and 1500 N force,https://www.sciencealert.com/scientists-discover-how-mantis-shrimp-can-punch-so-hard-without-damaging-their-claw,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,"male, elite amateur boxer",cross,73.6,25600.0,348.0,mass is average; product of mean maximal punching force and mean maximal punching velocity is ERout,"Biomechanical analysis of the cross, hook and uppercut",Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,"male, elite amateur boxer",hook,73.6,33600.0,456.0,idem,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,"male, elite amateur boxer",uppercut,73.6,33100.0,449.0,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,"male, junior boxer",cross,61.0,8270.0,136.0,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,"male, junior boxer",hook,61.0,4840.0,79.4,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,"male, junior boxer",uppercut,61.0,5110.0,83.8,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,amateur boxer,,70.0,25000.0,357.0,mass estimate; power calculated as product of force (from ref.) x speed; speed = arm reach estimated at 1 m in 0.1 s (from ref.),Punch Force - The Science Behind The Punch (boxingscience.co.uk),Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,tipping on 1 foot/toes,on 2 feet,76.9,136.0,1.76,average mass of 12 athletes; average power during activity in W as ERin,Energy consumption in static muscle contraction,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,tipping on 1 foot/toes,on 1 forefoot,76.9,155.0,2.02,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,tipping on 1 foot/toes,,76.9,151.0,1.96,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,tipping on 1 foot/toes,,76.9,163.0,2.12,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,tipping on 1 foot/toes,on toes of 1 foot,76.9,174.0,2.26,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,tipping on 1 foot/toes,,76.9,177.0,2.3,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,tipping on 1 foot/toes,,76.9,196.0,2.55,,,Multicellular,#588B5C,van Duin (2024)
scaling,planarians,lower,5.1e-08,9.2e-08,1.8,upper wet mass from plot; upper metabolic rate read from plot as ERin,"A. Thommen et al., “Body size-dependent energy storage causes Kleiber’s law scaling of the metabolic rate in planarians”, eLife (2019) 8:e38187.",Multicellular,#588B5C,van Duin (2024)
scaling,planarians,upper,3.2e-05,1.1e-05,0.344,lower wet mass from plot; lower metabolic rate read from plot as ERin, ,Multicellular,#588B5C,van Duin (2024)
scaling,ectotherms,lower,1e-09,3.16e-08,31.6,,,Multicellular,#588B5C,van Duin (2024)
scaling,ectotherms,upper,100.0,5.62,0.0562,,,Multicellular,#588B5C,van Duin (2024)
scaling,endotherms,lower,0.001,0.0186,18.6,,,Multicellular,#588B5C,van Duin (2024)
scaling,endotherms,upper,1000.0,589.0,0.589,,,Multicellular,#588B5C,van Duin (2024)
scaling,dinosaurs,lower,1.0,0.577,0.577,lower mass in g read from plot; predicted lower metabolic rate calculated via equation as Erin,"J.M. Grady et al., “Evidence for mesothermy in dinosaurs”, Science, 344 (2014) 1268.",Multicellular,#588B5C,van Duin (2024)
scaling,dinosaurs,upper,20000.0,1940.0,0.097,upper mass in g read from plot; predicted upper metabolic rate calculated via equation as ERin, ,Multicellular,#588B5C,van Duin (2024)
scaling,endotherms,lower,0.003,0.0433,14.4,lower mass in g read from plot; lower metabolic rate as ERin calculated via equation,"J.M. Grady et al., “Evidence for mesothermy in dinosaurs”, Science, 344 (2014) 1268.",Multicellular,#588B5C,van Duin (2024)
scaling,endotherms,upper,100000.0,19000.0,0.19,upper mass in g read from plot; upper metabolic rate as ERin calculated via equation, ,Multicellular,#588B5C,van Duin (2024)
scaling,ectotherms,lower,0.0004,0.000459,1.15,,,Multicellular,#588B5C,van Duin (2024)
scaling,ectotherms,upper,300.0,39.5,0.132,,,Multicellular,#588B5C,van Duin (2024)
scaling,mesotherms,lower,0.538,1.05,1.96,,,Multicellular,#588B5C,van Duin (2024)
scaling,mesotherms,upper,326.0,135.0,0.416,,,Multicellular,#588B5C,van Duin (2024)
lifetime,human male BMR,"age = 3,78 yr",17.4,45.5,2.62,average mass; basal metabolic rate via double labeled water method as ERin,"H. Pontzer et al., ""Daily energy expenditure through the human life course"", Science 373 (2021) 808.",Multicellular,#588B5C,van Duin (2024)
lifetime,human male BMR,5.31,21.7,54.3,2.5,,,Multicellular,#588B5C,van Duin (2024)
lifetime,human male BMR,7.25,25.7,54.5,2.12,,,Multicellular,#588B5C,van Duin (2024)
lifetime,human male BMR,9.14,35.8,64.0,1.79,,,Multicellular,#588B5C,van Duin (2024)
lifetime,human male BMR,11.01,44.9,65.5,1.46,,,Multicellular,#588B5C,van Duin (2024)
lifetime,human male BMR,14.53,61.7,70.6,1.14,,,Multicellular,#588B5C,van Duin (2024)
lifetime,human male BMR,18.37,74.4,91.0,1.22,,,Multicellular,#588B5C,van Duin (2024)
lifetime,human male BMR,23.48,76.4,85.0,1.11,,,Multicellular,#588B5C,van Duin (2024)
lifetime,human male BMR,28.05,78.6,86.8,1.1,,,Multicellular,#588B5C,van Duin (2024)
lifetime,human male BMR,32.88,79.1,86.5,1.09,,,Multicellular,#588B5C,van Duin (2024)
lifetime,human male BMR,38.01,81.6,84.7,1.04,,,Multicellular,#588B5C,van Duin (2024)
lifetime,human male BMR,42.92,82.1,86.8,1.06,,,Multicellular,#588B5C,van Duin (2024)
lifetime,human male BMR,47.76,83.7,92.5,1.1,,,Multicellular,#588B5C,van Duin (2024)
lifetime,human male BMR,52.59,88.4,88.4,1.0,,,Multicellular,#588B5C,van Duin (2024)
lifetime,human male BMR,57.76,87.5,87.5,1.0,,,Multicellular,#588B5C,van Duin (2024)
lifetime,human male BMR,63.16,82.3,81.3,0.987,,,Multicellular,#588B5C,van Duin (2024)
lifetime,human male BMR,67.98,78.5,75.6,0.963,,,Multicellular,#588B5C,van Duin (2024)
lifetime,human male BMR,75.4,77.2,68.4,0.886,,,Multicellular,#588B5C,van Duin (2024)
lifetime,human male BMR,84.2,72.8,59.0,0.811,,,Multicellular,#588B5C,van Duin (2024)
lifetime,human male BMR,94,62.6,67.0,1.07,,,Multicellular,#588B5C,van Duin (2024)
lifetime,human male TEE,age = 0 yr,3.2,10.0,3.13,average mass of baby; ER estimate via interpolation, ,Multicellular,#588B5C,van Duin (2024)
lifetime,human male TEE,0.24,6.12,21.2,3.46,average mass; average total energy expenditure via double labeled water method as ERin,"H. Pontzer et al., ""Daily energy expenditure through the human life course"", Science 373 (2021) 808.",Multicellular,#588B5C,van Duin (2024)
lifetime,human male TEE,0.72,9.17,33.6,3.66,,,Multicellular,#588B5C,van Duin (2024)
lifetime,human male TEE,1.64,11.7,46.2,3.95,,,Multicellular,#588B5C,van Duin (2024)
lifetime,human male TEE,3.78,17.4,60.3,3.47,,,Multicellular,#588B5C,van Duin (2024)
lifetime,human male TEE,5.31,21.7,73.5,3.38,,,Multicellular,#588B5C,van Duin (2024)
lifetime,human male TEE,7.25,25.7,83.3,3.24,,,Multicellular,#588B5C,van Duin (2024)
lifetime,human male TEE,9.14,35.8,98.8,2.76,,,Multicellular,#588B5C,van Duin (2024)
lifetime,human male TEE,11.01,44.9,108.0,2.41,,,Multicellular,#588B5C,van Duin (2024)
lifetime,human male TEE,14.53,61.7,141.0,2.29,,,Multicellular,#588B5C,van Duin (2024)
lifetime,human male TEE,18.37,74.4,162.0,2.18,,,Multicellular,#588B5C,van Duin (2024)
lifetime,human male TEE,23.48,76.4,161.0,2.1,,,Multicellular,#588B5C,van Duin (2024)
lifetime,human male TEE,28.05,78.6,153.0,1.95,,,Multicellular,#588B5C,van Duin (2024)
lifetime,human male TEE,32.88,79.1,148.0,1.87,,,Multicellular,#588B5C,van Duin (2024)
lifetime,human male TEE,38.01,81.6,149.0,1.83,,,Multicellular,#588B5C,van Duin (2024)
lifetime,human male TEE,42.92,82.1,147.0,1.79,,,Multicellular,#588B5C,van Duin (2024)
lifetime,human male TEE,47.76,83.7,148.0,1.76,,,Multicellular,#588B5C,van Duin (2024)
lifetime,human male TEE,52.59,88.4,147.0,1.66,,,Multicellular,#588B5C,van Duin (2024)
lifetime,human male TEE,57.76,87.5,154.0,1.75,,,Multicellular,#588B5C,van Duin (2024)
lifetime,human male TEE,63.16,82.3,140.0,1.7,,,Multicellular,#588B5C,van Duin (2024)
lifetime,human male TEE,67.98,78.5,126.0,1.6,,,Multicellular,#588B5C,van Duin (2024)
lifetime,human male TEE,75.4,77.2,118.0,1.52,,,Multicellular,#588B5C,van Duin (2024)
lifetime,human male TEE,84.2,72.8,101.0,1.38,,,Multicellular,#588B5C,van Duin (2024)
lifetime,human male TEE,94,62.6,88.0,1.41,,,Multicellular,#588B5C,van Duin (2024)
evolution,hominin evolution,Pan,46.4,83.3,1.8,average mass; average total energy expenditure in kcal/day as ERin,"H. Pontzer et al., “Metabolic acceleration and the evolution of human”, Nature, 533 (2016) 390.",Multicellular,#588B5C,van Duin (2024)
evolution,hominin evolution,,57.9,104.0,1.79,,,Multicellular,#588B5C,van Duin (2024)
evolution,hominin evolution,Gorilla,73.7,98.2,1.33,,,Multicellular,#588B5C,van Duin (2024)
evolution,hominin evolution,,166.0,176.0,1.06,,,Multicellular,#588B5C,van Duin (2024)
evolution,hominin evolution,Pongo,58.2,71.4,1.23,,,Multicellular,#588B5C,van Duin (2024)
evolution,hominin evolution,,76.7,78.2,1.02,,,Multicellular,#588B5C,van Duin (2024)
evolution,hominin evolution,Homo,73.8,106.0,1.44,,,Multicellular,#588B5C,van Duin (2024)
evolution,hominin evolution,,80.1,132.0,1.64,,,Multicellular,#588B5C,van Duin (2024)
evolution,human evolution (1),Neanderthals: BMR,65.3,70.5,1.08,average of reconstructed masses; average of reconstructed basal metabolic rates in kcal/day as ERin,"S.J. Venner, “A New Estimate for Neanderthal Energy Expenditure”, PhD thesis, City University of New York (2018).",Multicellular,#588B5C,van Duin (2024)
evolution,human evolution (1),,77.5,90.2,1.16,idem,,Multicellular,#588B5C,van Duin (2024)
evolution,human evolution (1),Neanderthals: TEE (200 CPM/LFF),65.3,137.0,2.1,average of reconstructed masses; average of reconstructed total energy expenditures in kcal/day as ERin,"S.J. Venner, “A New Estimate for Neanderthal Energy Expenditure”, PhD thesis, City University of New York (2018).",Multicellular,#588B5C,van Duin (2024)
evolution,human evolution (1),,77.5,158.0,2.04,idem,,Multicellular,#588B5C,van Duin (2024)
evolution,human evolution (1),Neanderthals: TEE (650 CPM/LFF),65.3,145.0,2.22,,,Multicellular,#588B5C,van Duin (2024)
evolution,human evolution (1),,77.5,178.0,2.3,,,Multicellular,#588B5C,van Duin (2024)
evolution,human evolution (1),Neanderthals: TEE (200 CPM/HFF),65.3,161.0,2.47,,,Multicellular,#588B5C,van Duin (2024)
evolution,human evolution (1),,77.5,182.0,2.35,,,Multicellular,#588B5C,van Duin (2024)
evolution,human evolution (1),Neanderthals: TEE (650 CPM/HFF),65.3,169.0,2.58,,,Multicellular,#588B5C,van Duin (2024)
evolution,human evolution (1),,77.5,202.0,2.61,,,Multicellular,#588B5C,van Duin (2024)
evolution,human evolution (2),Neanderthals: cold climate,67.3,154.0,2.29,average of reconstructed masses; average of reconstructed daily energy expenditures in kcal/day as ERin,"A.W. Froehle and S.E. Churchill, “Energetic Competition Between Neandertals and Anatomically Modern Humans”, PaleoAnthropology (2009) 96.",Multicellular,#588B5C,van Duin (2024)
evolution,human evolution (2),,80.2,228.0,2.84,idem,,Multicellular,#588B5C,van Duin (2024)
evolution,human evolution (2),Neanderthals: temperate climate,66.1,117.0,1.76,,,Multicellular,#588B5C,van Duin (2024)
evolution,human evolution (2),,75.8,166.0,2.2,,,Multicellular,#588B5C,van Duin (2024)
evolution,human evolution (2),Neanderthals: warm climate,75.3,162.0,2.15,,,Multicellular,#588B5C,van Duin (2024)
evolution,human evolution (2),anatomically modern humans: cold climate,60.3,149.0,2.48,,,Multicellular,#588B5C,van Duin (2024)
evolution,human evolution (2),,70.4,214.0,3.03,,,Multicellular,#588B5C,van Duin (2024)
