sub_realm,group,system,mass_kg,er_w,power_density_w_per_kg,comments,reference,segment,color,data_source
iii) eukaryotes,gelatinous cephalopods,lower,2e-06,2.28e-06,1.14,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,gelatinous cephalopods,upper,0.02,0.000522,0.0261,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,Ectomycorrhizal fungi,lower,1.58e-05,0.00018,11.4,lower mass in g read from plot; lower metabolic rate calculated using alfa and beta from table as lower ERin,"C.A. Aguilar-Trigueros et al., ""Applying allometric theory to fungi"", ISME J, (2017) 1; data from J.P. DeLong et al., “Shifts in metabolic scaling, production, and efficiency across major evolutionary transitions of life”, Proc. Natl. Acad. Sci. U.S.A., 107 (2010) 12941.",Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,Ectomycorrhizal fungi,upper,7.94e-05,0.000459,5.78,upper mass in g read from plot; upper metabolic rate calculated using alfa and beta from table as upper ERin, ,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,marine fungi,lower,7.94e-08,0.000169,2120.0,idem,,Eukaryotes,#527A96,van Duin (2024)
iii) eukaryotes,marine fungi,upper,2e-07,0.000275,1380.0,idem,,Eukaryotes,#527A96,van Duin (2024)
iii) eukaryotes,insects: BMR (1),lower,1e-07,1.38e-06,13.8,lower body mass in g; lower basal metabolic rate in kJ/hr as ERin calculated via fitted equation,"F.J. Ballesteros et al., “On the thermodynamic origin of metabolic scaling”, Sci. Rep., 8 (2018) 1448.",Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,insects: BMR (1),upper,0.007,0.0111,1.58,upper body mass in g; upper basal metabolic rate in kJ/hr as ERin calculated via fitted equation, ,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,insects: BMR (2),lower,8e-08,7.77e-07,9.72,lower whole body mass; lower basal metabolic rate calculated from lower specific basal metabolic rate via fitted equation times whole body mass as ERin,"A.M. Makarieva et al., “Mean mass-specific metabolic rates are strikingly similar across life’s major domains: Evidence for life’s metabolic optimum”, Proc. Natl. Acad. Sci. U.S.A., 105 (2008) 16994. ",Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,insects: BMR (2),upper,0.007,0.00877,1.25,upper whole body mass; upper basal metabolic rate calculated from upper specific basal metabolic rate via fitted equation times whole body mass as ERin, ,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,spider,lower,0.000116,3.41e-05,0.295,lower whole body mass; lower basal metabolic rate calculated from lower specific basal metabolic rate via fitted equation times whole body mass as ERin,"Metabolic rate in the whip-spider, Damon annulatipes",Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,spider,upper,0.00159,0.000521,0.327,upper whole body mass; upper basal metabolic rate calculated from upper specific basal metabolic rate via fitted equation times whole body mass as ERin, ,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,ectotherms: FMR,striped skink,0.0195,0.0336,1.72,mass in g; field metabolic rate in kJ/day as ERin,"M.K. Labocha, J.P. Hayes, ""Endotherm"", in ""Encyclopedia of Ecology"", S.E. Jørgensen and B.D. Fath (eds.), Elsevier Science (2008)",Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,ectotherms: FMR,common garter snake,0.022,0.0602,2.74,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,ectotherms: FMR,bluetongue lizard,0.574,0.529,0.921,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,ectotherms: FMR,green sea turtle,16.0,21.6,1.35,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,ectothermic vertebrates: BMR,lower,2e-05,2.4e-05,1.2,lower whole body mass; lower basal metabolic rate calculated from specific basal metabolic rate via fitted equation times whole body mass as ERin,"A.M. Makarieva et al., “Mean mass-specific metabolic rates are strikingly similar across life’s major domains: Evidence for life’s metabolic optimum”, Proc. Natl. Acad. Sci. U.S.A., 105 (2008) 16994. ",Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,ectothermic vertebrates: BMR,upper,30.0,3.21,0.107,upper whole body mass; upper basal metabolic rate calculated from specific basal metabolic rate via fitted equation times whole body mass as ERin, ,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,fish,lower,2e-05,0.000142,7.11,lower whole body mass; lower basal metabolic rate calculated from specific basal metabolic rate via fitted equation times whole body mass as ERin,"A.M. Makarieva et al., “Mean mass-specific metabolic rates are strikingly similar across life’s major domains: Evidence for life’s metabolic optimum”, Proc. Natl. Acad. Sci. U.S.A., 105 (2008) 16994. ",Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,fish,upper,7.0,0.135,0.0193,upper whole body mass; upper basal metabolic rate calculated from specific basal metabolic rate via fitted equation times whole body mass as ERin, ,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,amphibians: BMR,lower,0.0002,0.000142,0.711,lower whole body mass; lower basal metabolic rate calculated from specific basal metabolic rate via fitted equation times whole body mass as ERin,"A.M. Makarieva et al., “Mean mass-specific metabolic rates are strikingly similar across life’s major domains: Evidence for life’s metabolic optimum”, Proc. Natl. Acad. Sci. U.S.A., 105 (2008) 16994. ",Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,amphibians: BMR,upper,0.7,0.135,0.193,upper whole body mass; upper basal metabolic rate calculated from specific basal metabolic rate via fitted equation times whole body mass as ERin, ,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,tortoises: FMR,lower,0.05,0.0247,0.494,lower mass in g read from plot; lower field metabolic rate in kJ/day as ERin calculated via equation,"T.K. Brown, K.A. Nagy and D.J. Morafka, ""Costs of growth in tortoises"", J. Herpetol., 39 (2005) 19",Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,tortoises: FMR,upper,0.25,0.088,0.352,upper mass in g read from plot; upper field metabolic rate in kJ/day as ERin calculated via equation, ,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,reptiles: BMR,lower,0.0004,0.000363,0.907,lower whole body mass; lower basal metabolic rate calculated from specific basal metabolic rate via fitted equation times whole body mass as ERin,"A.M. Makarieva et al., “Mean mass-specific metabolic rates are strikingly similar across life’s major domains: Evidence for life’s metabolic optimum”, Proc. Natl. Acad. Sci. U.S.A., 105 (2008) 16994. ",Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,reptiles: BMR,upper,30.0,2.3,0.0767,upper whole body mass; upper basal metabolic rate calculated from specific basal metabolic rate via fitted equation times whole body mass as ERin, ,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,reptiles (non-hibernating): FMR,lower,0.001,0.00227,2.27,lower mass in g read from plot; lower field metabolic rate in kJ/day as ERin calculated via equation,"K.A. Nagy, ""Field metabolic rate and body size"", J. Exp. Biol., 208 (2005) 1621",Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,reptiles (non-hibernating): FMR,upper,50.0,34.1,0.683,upper mass in g read from plot; upper field metabolic rate in kJ/day as ERin calculated via equation, ,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,lizards: FMR,lower,0.004,0.00699,1.75,lower mass in g read from plot; lower field metabolic rate in kJ/day as ERin calculated via equation,"S.D. Bradshaw, ""Ecophysiology of Australian arid-zone reptiles"", in ""On the ecology of Australia’s arid zone"", Springer Nature (2018) 133",Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,lizards: FMR,upper,20.0,19.6,0.98,upper mass in g read from plot; upper field metabolic rate in kJ/day as ERin calculated via equation, ,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,endotherms: FMR (1),lower,0.004,0.252,63.0,lower mass in g read from plot; lower field metabolic rate in kJ/day as ERin calculated via equation,"K.A. Nagy, ""Field metabolic rate and body size"", J. Exp. Biol., 208 (2005) 1621",Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,endotherms: FMR (1),upper,100.0,237.0,2.37,upper mass in g read from plot; upper field metabolic rate in kJ/day as ERin calculated via equation, ,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,endotherms: FMR (2),deer mouse,0.018,0.663,36.8,mass in g; field metabolic rate in kJ/day as ERin,"M.K. Labocha, J.P. Hayes, ""Endotherm"", in ""Encyclopedia of Ecology"", S.E. Jørgensen and B.D. Fath (eds.), Elsevier Science (2008)",Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,endotherms: FMR (2),robin,0.0187,0.825,44.1,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,endotherms: FMR (2),arctic ground squirrel,0.63,9.46,15.0,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,endotherms: FMR (2),chukar,0.44,3.54,8.05,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,endotherms: FMR (2),king penguin,12.9,85.8,6.65,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,endothermic vertebrates: BMR,lower,0.003,0.0561,18.7,lower whole body mass; lower basal metabolic rate calculated from specific basal metabolic rate times whole body mass as ERin,"A.M. Makarieva et al., “Mean mass-specific metabolic rates are strikingly similar across life’s major domains: Evidence for life’s metabolic optimum”, Proc. Natl. Acad. Sci. U.S.A., 105 (2008) 16994. ",Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,endothermic vertebrates: BMR,upper,4000.0,945.0,0.236,upper whole body mass; upper basal metabolic rate calculated from specific basal metabolic rate times whole body mass as ERin, ,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,mammals (1),Didelphimorphia,0.013,0.0801,6.16,lower mass for particular order from Appendix A in g; lower ERin calculated as BMR via power law equation using constants from Table 2 in kJ/hr,"B.C. McNab, ""An analysis of the factors that influence the level and scaling of mammalian BMR"", Comp. Biochem. Physiol., part A 151 (2008) 5",Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,mammals (1),,3.26,6.29,1.93,upper mass for particular order from Appendix A in g; upper ERin calculated as BMR via power law equation using constants from Table 2 in kJ/hr, ,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,mammals (1),Dasyuromophia,0.0071,0.0562,7.92,idem,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,mammals (1),,5.05,7.49,1.48,idem,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,mammals (1),Peramelemorphia,0.428,0.943,2.2,etc.,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,mammals (1),,1.55,3.62,2.34,etc.,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,mammals (1),Diprotodontia,0.01,0.0889,8.89,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,mammals (1),,32.5,26.8,0.825,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,mammals (1),Afrosoricida,0.0069,0.0788,11.4,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,mammals (1),,0.79,1.25,1.58,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,mammals (1),Macroscelidea,0.0388,0.248,6.39,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,mammals (1),,0.206,0.99,4.8,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,mammals (1),Cingulata,1.11,1.67,1.51,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,mammals (1),,45.2,20.4,0.452,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,mammals (1),Pilosa,0.249,0.74,2.97,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,mammals (1),,30.6,16.6,0.544,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,mammals (1),Primates,0.068,0.291,4.27,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,mammals (1),,60.5,63.0,1.04,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,mammals (1),Rodentia,0.0073,0.0956,13.1,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,mammals (1),,26.4,24.1,0.914,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,mammals (1),Lagomorpha,0.109,1.02,9.38,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,mammals (1),,3.36,8.96,2.67,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,mammals (1),Erinaceomorphia,0.0773,0.346,4.48,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,mammals (1),,0.823,1.71,2.08,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,mammals (1),Soriciomorpha,0.0022,0.076,34.5,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,mammals (1),,0.13,0.682,5.25,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,mammals (1),Chiroptera,0.0042,0.0436,10.4,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,mammals (1),,1.02,3.0,2.93,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,mammals (1),Carnivora,0.077,0.437,5.68,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,mammals (1),,389.0,266.0,0.685,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,mammals (1),Artiodactyla,1.63,5.35,3.29,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,mammals (1),,3220.0,1640.0,0.508,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,mammals (2),shrew,0.0025,0.0381,15.2,lower mass in g; lower basal metabolic rate calculated via equation 2 as ERin,"G.B. West et al., “Allometric scaling of metabolic rate from molecules and mitochondria to cells and mammals”, Proc. Natl. Acad. Sci. U.S.A., 99 (2002) 2473. ",Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,mammals (2),elephant,4000.0,1980.0,0.495,upper mass in g; upper basal metabolic rate calculated via equation 2 as ERin,  ,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,mammals: FMR (1),lower,0.008,0.257,32.1,lower mass in g read from plot; lower field metabolic rate in kJ/day as ERin calculated via equation,"K.A. Nagy, ""Field metabolic rate and body size"", J. Exp. Biol., 208 (2005) 1621",Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,mammals: FMR (1),upper,100.0,261.0,2.61,upper mass in g read from plot; upper field metabolic rate in kJ/day as ERin calculated via equation, ,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,mammals: FMR (2),lower,0.00542,0.176,32.5,lower mass in g read from plot; lower field metabolic rate in kJ/day as ERin read from plot,"L.N. Hudson et al., “The relationship between body mass and field metabolic rate among individual birds and mammals”, J. Anim. Ecol., 82 (2013) 1009.",Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,mammals: FMR (2),upper,1610.0,2620.0,1.63,upper mass in g read from plot; upper field metabolic rate in kJ/day as ERin read from plot, ,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,polar mammals,lower,0.025,0.343,13.7,lower body mass in g; lower basal metabolic rate in kJ/hr as ERin calculated via fitted equation,"F.J. Ballesteros et al., “On the thermodynamic origin of metabolic scaling”, Sci. Rep., 8 (2018) 1448.",Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,polar mammals,upper,400.0,309.0,0.771,upper body mass in g; upper basal metabolic rate in kJ/hr as ERin calculated via fitted equation, ,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,desert mammals,lower,0.004,0.0484,12.1,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,desert mammals,upper,400.0,322.0,0.804,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,mammals (3),lower,0.004,0.0571,14.3,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,mammals (3),upper,400.0,297.0,0.742,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,mammals: BMR (4),lower,0.003,0.0435,14.5,lower whole body mass; lower basal metabolic rate calculated from specific basal metabolic rate via fitted equation times whole body mass as ERin,"A.M. Makarieva et al., “Mean mass-specific metabolic rates are strikingly similar across life’s major domains: Evidence for life’s metabolic optimum”, Proc. Natl. Acad. Sci. U.S.A., 105 (2008) 16994. ",Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,mammals: BMR (4),upper,4000.0,972.0,0.243,upper whole body mass; upper basal metabolic rate calculated from specific basal metabolic rate via fitted equation times whole body mass as ERin, ,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,largest aninals,elephant,3700.0,2220.0,0.6,BMR calculated form specific BMR and weight as ERin,"A.M. Makarieva, V.G. Gorshkov and B-L. Li, “Energetics of the smallest: Do bacteria breathe at the same rate as whale ?”, Proc. R. Soc. B, 272 (2005) 2219",Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,largest aninals,adult male killer whale (Orcinus orca): BMR,5320.0,2280.0,0.428,mean BMR from Table 1,"G.A.J. Worthy, T.A.M. Worthy, and P.K. Yochem, ""Basal metabolism of an adult male killer whale (Orcinus orca)"", Mar. Mammal Sci., 30 (2014) 1229",Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,largest aninals,adult male killer whale (Orcinus orca): TEE,5320.0,4140.0,0.779,TEE calculated as sum of various contributions in MJ/day from Table 2, ,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,largest aninals,blue whale (Balaenoptera musculus): BMR,120000.0,21900.0,0.182,BMR calculated viaheat balance from Table 2,"D.M. Lavigne et al., “Lower critical temperatures of blue whales, Balaenoptera musculus”, J. Theor. Biol., 144 (1990) 249.",Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,largest aninals,blue whale (Balaenoptera musculus): daily MR,120000.0,43700.0,0.364,daily MR calculated as 2x BMR from Table 2 as ERin, ,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,primates RMR,Eulemur,1.84,1.68,0.912,rest metabolic rate in kJ/day as ERin,"B. Simmen et al., ""The energy allocation trade‑offs underlying life history traits in hypometabolic strepsirhines and other primates"", Sci. Rep. 11 (2021) 14196",Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,primates RMR,Lemur,2.28,3.82,1.68,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,primates RMR,Lepilemur,0.721,2.55,3.53,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,primates RMR,Microcebus,0.061,0.255,4.17,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,primates RMR,Propithecus,3.04,4.17,1.37,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,primates RMR,Alouatta,7.22,15.3,2.12,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,primates RMR,Callithrix,0.45,1.3,2.88,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,primates RMR,Macaca,14.4,22.5,1.56,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,primates RMR,Papio,16.2,24.3,1.5,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,primates RMR,Papio,12.0,28.6,2.38,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,primates RMR,Pan,52.2,59.3,1.14,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,primates RMR,Pongo,67.5,58.9,0.873,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,primates RMR,Homo,74.3,83.5,1.12,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,primates TEE,Eulemur,1.84,7.05,3.83,daily energy expenditure in kJ/day as ERin,"B. Simmen et al., ""The energy allocation trade‑offs underlying life history traits in hypometabolic strepsirhines and other primates"", Sci. Rep. 11 (2021) 14196",Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,primates TEE,Lemur,2.28,7.25,3.18,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,primates TEE,Lepilemur,0.721,5.07,7.03,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,primates TEE,Microcebus,0.061,1.33,21.8,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,primates TEE,Propithecus,4.9,16.7,3.42,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,primates TEE,Propithecus,3.04,12.8,4.21,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,primates TEE,Alouatta,7.22,28.9,4.0,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,primates TEE,Callithrix,0.45,2.47,5.48,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,primates TEE,Cebus,4.1,16.6,4.04,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,primates TEE,Macaca,14.4,29.4,2.04,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,primates TEE,Macaca,4.2,12.1,2.89,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,primates TEE,Papio,16.2,40.3,2.48,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,primates TEE,Papio,12.0,39.4,3.28,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,primates TEE,Gorilla,120.0,137.0,1.14,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,primates TEE,Pan,52.2,93.5,1.79,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,primates TEE,Pan,52.2,93.5,1.79,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,primates TEE,Pongo,67.5,74.8,1.11,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,primates TEE,Homo,74.3,131.0,1.76,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,primates TEE,Allenopithecus,7.9,25.3,3.21,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,marine mammals: FMR,lower,27.5,183.0,6.63,lower mass in g read from plot; lower field metabolic rate as ERin read from plot,"M.K. Labocha, J.P. Hayes, ""Endotherm"", in ""Encyclopedia of Ecology"", S.E. Jørgensen and B.D. Fath (eds.), Elsevier Science (2008)",Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,marine mammals: FMR,upper,28100.0,14700.0,0.524,upper mass in g read from plot; upper field metabolic rate as ERin read from plot, ,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,pinnipeds: FMR,,27.0,135.0,5.02,mass in g; field metabolic rate in kJ/day as ERin,"M. Acquarone, E,W. Born, and J.R. Speakman, ""Field metabolic rates ofwWalrus (Odobenus rosmarus) measured by the doubly labeled water method"", Aquat. Mamm. 32 (2006) 363",Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,pinnipeds: FMR,,34.2,297.0,8.7,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,pinnipeds: FMR,,43.4,354.0,8.16,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,pinnipeds: FMR,,76.4,473.0,6.2,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,pinnipeds: FMR,,78.0,447.0,5.73,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,pinnipeds: FMR,,99.0,608.0,6.14,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,pinnipeds: FMR,,114.0,787.0,6.9,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,pinnipeds: FMR,,1310.0,4410.0,3.37,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,extinct mega-fauna,Seismosaurus halli (= largest terrestial dinosaur),50000.0,4110.0,0.0823,"mass estimate of 100 ton; metabolic rate predicted via equation for dinosaurs from ""Evidence for mesothermy in dinosaurs""","P.M. Sander et al., ""Biology of the sauropod dinosaurs:the evolution of gigantism; extinct dinosaur being herbivor/mesotherm can reach larger body size/mass than today's mammals"", Biol. Rev. 86 (2011) 117",Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,extinct mega-fauna,Triassic ichthyosaur super-predator,250000.0,11200.0,0.0449,"estimated mass of 250 ton; metabolic rate predicted via equation for dinosaurs from ""Evidence for mesothermy in dinosaurs""", ,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,extinct mega-fauna,Otodus megalodon = extinct monster shark,61000.0,4740.0,0.0777,reconstructed weight in ton; estimated energy requirement in kcal/day as ERin,"J.A. Cooper, ""The extinct shark Otodus megalodon was a transoceanic superpredator: Inferences from 3D modeling"", Sci. Adv. 8 (2022) eabm9424",Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,birds (1),lower,0.00376,0.139,37.1,"lower weight in N read from Figure 11 converted via 9,81 N/kg; lower engine & muscle power calculated via fitted equation (21) as ERout","T. Liu, “Comparative scaling of flapping- and fixed-wing flyers”, AIAA J., 44 (2006) 24.",Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,birds (1),upper,9.4,271.0,28.8,"upper weight in N read from Figure 11 converted via 9,81 N/kg; upper engine & muscle power calculated via fitted equation (21) as ERout", ,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,birds: BMR,lower,0.003,0.0803,26.8,lower whole body mass; lower basal metabolic rate calculated from specific basal metabolic rate via fitted equation times whole body mass as ERin,"A.M. Makarieva et al., “Mean mass-specific metabolic rates are strikingly similar across life’s major domains: Evidence for life’s metabolic optimum”, Proc. Natl. Acad. Sci. U.S.A., 105 (2008) 16994. ",Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,birds: BMR,upper,100.0,77.6,0.776,upper whole body mass; upper basal metabolic rate calculated from specific basal metabolic rate via fitted equation times whole body mass as ERin, ,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,non-passeriformes: BMR,Aix,0.448,2.38,5.31,mass in g; basal metabolic rate as ERin,"V. M. Gavrilov, “Fundamental energetics of birds: 1. The maximum ability of birds to change their thermal conductance and the efficiency of metabolic energy transformation into mechanical work”, Biol. Bull., 39 (2012) 569.",Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,non-passeriformes: BMR,Anas,0.718,3.02,4.21,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,non-passeriformes: BMR,Anas,1.02,5.04,4.94,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,non-passeriformes: BMR,Coturnix,0.097,0.83,8.56,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,non-passeriformes: BMR,Perdix,0.483,2.16,4.47,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,non-passeriformes: BMR,Lagopus,0.524,2.88,5.5,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,non-passeriformes: BMR,Alectoris,0.62,2.54,4.1,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,non-passeriformes: BMR,Tetrao,3.9,21.8,5.6,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,non-passeriformes: BMR,Fulica,0.412,2.37,5.75,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,non-passeriformes: BMR,Charadrius,0.036,0.48,13.3,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,non-passeriformes: BMR,Larus,0.285,1.86,6.53,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,non-passeriformes: BMR,Larus,0.428,2.25,5.26,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,non-passeriformes: BMR,Melopsittacus,0.0252,0.33,13.1,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,non-passeriformes: BMR,Agapornis,0.0481,0.47,9.77,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,non-passeriformes: BMR,Nymphicus,0.0856,0.86,10.0,,,Multicellular,#588B5C,van Duin (2024)
iii) eukaryotes,non-passeriformes: BMR,Dendrocopus,0.098,1.04,10.6,,,Multicellular,#588B5C,van Duin (2024)
