name,category,track,mass_kg,mass_msun,mdot_kg_s,radius_m,eta,luminosity_w,power_density_w_per_kg,phi_source,mass_kg_err,power_density_w_per_kg_lo,power_density_w_per_kg_hi,dubus_table
SU UMa,cataclysmic_variables,gravitational,1.3521596e+30,0.68,28500000000000.0,8702520.41881313,,5.88189426e+26,0.00043499999999999995,tabulated_erd,,,,
SU UMa,cataclysmic_variables,nuclear,1.3521596e+30,0.68,28500000000000.0,8702520.41881313,0.007,1.793016581579951e+28,0.013260391610427873,computed_from_mdot,3.181552e+29,0.007533054548948165,0.02251224378666432,A2
SV CMi,cataclysmic_variables,gravitational,1.4913525e+30,0.75,75000000000000.0,8422886.219205303,,1.5510065999999998e+27,0.00104,tabulated_erd,,,,
SV CMi,cataclysmic_variables,nuclear,1.4913525e+30,0.75,75000000000000.0,8422886.219205303,0.007,4.718464688368292e+28,0.0316388291055823,computed_from_mdot,2.982705e+29,0.010546276368527433,0.0632776582111646,A2
SW UMa,cataclysmic_variables,gravitational,1.4118136999999998e+30,0.7099999999999999,9000000000000.0,8578181.657944106,,1.8635940839999994e+26,0.00013199999999999998,tabulated_erd,,,,
SW UMa,cataclysmic_variables,nuclear,1.4118136999999998e+30,0.7099999999999999,9000000000000.0,8578181.657944106,0.007,5.66215762604195e+27,0.004010555802116066,computed_from_mdot,4.374634e+29,0.0017010123175044247,0.008393975068827957,A2
SX LMi,cataclysmic_variables,gravitational,1.3322749000000001e+30,0.67,3200000000000.0,8745602.905229848,,6.608083504e+25,4.959999999999999e-05,tabulated_erd,,,,
SX LMi,cataclysmic_variables,nuclear,1.3322749000000001e+30,0.67,3200000000000.0,8745602.905229848,0.007,2.0132116003704714e+27,0.0015111082557890052,computed_from_mdot,2.5850110000000002e+29,0.0005536795093476902,0.002929521213479842,A2
SY Cnc,cataclysmic_variables,gravitational,1.4913525e+30,0.75,1500000000000000.0,8422886.219205303,,3.1020132e+28,0.0208,tabulated_erd,,,,
SY Cnc,cataclysmic_variables,nuclear,1.4913525e+30,0.75,1500000000000000.0,8422886.219205303,0.007,9.436929376736585e+29,0.632776582111646,computed_from_mdot,1.1930819999999999e+29,0.1953014142319895,1.1463343878834167,A2
TT Crt,cataclysmic_variables,gravitational,1.98847e+30,1.0,20500000000000.0,7652700.0,,4.2354411e+26,0.000213,tabulated_erd,,,,
TT Crt,cataclysmic_variables,nuclear,1.98847e+30,1.0,20500000000000.0,7652700.0,0.007,1.2897136814873333e+28,0.006485959966644372,computed_from_mdot,3.97694e+29,0.0031638829105582298,0.011469075550773583,A2
TW Tri,cataclysmic_variables,gravitational,1.4913525e+30,0.75,115000000000000.0,8422886.219205303,,2.371250475e+27,0.00159,tabulated_erd,,,,
TW Tri,cataclysmic_variables,nuclear,1.4913525e+30,0.75,115000000000000.0,8422886.219205303,0.007,7.234979188831382e+28,0.04851287129522619,computed_from_mdot,2.982705e+29,0.014061701824703243,0.10018962550101061,A2
TW Vir,cataclysmic_variables,gravitational,1.8095077e+30,0.91,35000000000000.0,7897098.550337738,,7.219935723e+26,0.000399,tabulated_erd,,,,
TW Vir,cataclysmic_variables,nuclear,1.8095077e+30,0.91,35000000000000.0,7897098.550337738,0.007,2.201950187905203e+28,0.01216878042522396,computed_from_mdot,4.971175e+29,0.005454970535445223,0.02396880992847144,A2
TY PsA,cataclysmic_variables,gravitational,1.7299689e+30,0.87,15000000000000.0,8016318.0131681375,,3.0966443310000005e+26,0.00017900000000000001,tabulated_erd,,,,
TY PsA,cataclysmic_variables,nuclear,1.7299689e+30,0.87,15000000000000.0,8016318.0131681375,0.007,9.436929376736585e+27,0.005454970535445224,computed_from_mdot,3.380399e+29,0.0024337560850447915,0.009943632004611578,A2
TY Psc,cataclysmic_variables,gravitational,1.391929e+30,0.7,40000000000000.0,8618837.154670784,,8.254138969999999e+26,0.000593,tabulated_erd,,,,
TY Psc,cataclysmic_variables,nuclear,1.391929e+30,0.7,40000000000000.0,8618837.154670784,0.007,2.516514500463089e+28,0.0180793309174756,computed_from_mdot,2.7838580000000004e+29,0.007533054548948166,0.03389874547026675,A2
TZ Per,cataclysmic_variables,gravitational,1.4913525e+30,0.75,750000000000000.0,8422886.219205303,,1.5510066e+28,0.0104,tabulated_erd,,,,
TZ Per,cataclysmic_variables,nuclear,1.4913525e+30,0.75,750000000000000.0,8422886.219205303,0.007,4.718464688368292e+29,0.316388291055823,computed_from_mdot,2.982705e+29,0.07030850912351622,0.6855079639542833,A2
U Gem,cataclysmic_variables,gravitational,2.3265098999999998e+30,1.17,45000000000000.0,7262498.704597029,,9.282774501e+26,0.000399,tabulated_erd,,,,
U Gem,cataclysmic_variables,nuclear,2.3265098999999998e+30,1.17,45000000000000.0,7262498.704597029,0.007,2.8310788130209753e+28,0.01216878042522396,computed_from_mdot,2.982705e+29,0.009587523971388574,0.015509229953716815,A2
UY Pup,cataclysmic_variables,gravitational,1.4913525e+30,0.75,115000000000000.0,8422886.219205303,,2.371250475e+27,0.00159,tabulated_erd,,,,
UY Pup,cataclysmic_variables,nuclear,1.4913525e+30,0.75,115000000000000.0,8422886.219205303,0.007,7.234979188831382e+28,0.04851287129522619,computed_from_mdot,9.94235e+28,0.03954853638197787,0.05875782548179571,A2
V1159 Ori,cataclysmic_variables,gravitational,1.4316984e+30,0.72,85000000000000.0,8538282.561823031,,1.7609890320000002e+27,0.0012300000000000002,tabulated_erd,,,,
V1159 Ori,cataclysmic_variables,nuclear,1.4316984e+30,0.72,85000000000000.0,8538282.561823031,0.007,5.3475933134840645e+28,0.03735139547186799,computed_from_mdot,3.181552e+29,0.010785964467812149,0.07909707276395574,A2
V1316 Cyg,cataclysmic_variables,gravitational,1.4316984e+30,0.72,260000000000000.0,8538282.561823031,,5.368869e+27,0.00375,tabulated_erd,,,,
V1316 Cyg,cataclysmic_variables,nuclear,1.4316984e+30,0.72,260000000000000.0,8538282.561823031,0.007,1.635734425301008e+29,0.11425132732571386,computed_from_mdot,2.7838580000000004e+29,0.025752535318497218,0.24547367409503512,A2
V1454 Cyg,cataclysmic_variables,gravitational,1.4913525e+30,0.75,55000000000.0,8422886.219205303,,1.1349192525e+24,7.61e-07,tabulated_erd,,,,
V1454 Cyg,cataclysmic_variables,nuclear,1.4913525e+30,0.75,55000000000.0,8422886.219205303,0.007,3.460207438136748e+25,2.3201808010760355e-05,computed_from_mdot,2.982705e+29,1.0546276368527432e-05,4.2185105474109735e-05,A2
V1504 Cyg,cataclysmic_variables,gravitational,1.3322749000000001e+30,0.67,8500000000000.0,8745602.905229848,,1.758602868e+26,0.00013199999999999998,tabulated_erd,,,,
V1504 Cyg,cataclysmic_variables,nuclear,1.3322749000000001e+30,0.67,8500000000000.0,8745602.905229848,0.007,5.347593313484065e+27,0.004013881304439545,computed_from_mdot,9.94235e+28,0.0030759972741538338,0.005103036952513273,A2
V342 Cam,cataclysmic_variables,gravitational,1.4913525e+30,0.75,1200000000000.0,8422886.219205303,,2.47564515e+25,1.66e-05,tabulated_erd,,,,
V342 Cam,cataclysmic_variables,nuclear,1.4913525e+30,0.75,1200000000000.0,8422886.219205303,0.007,7.549543501389267e+26,0.0005062212656893167,computed_from_mdot,2.982705e+29,0.00017577127280879053,0.001001896255010106,A2
V355 UMa,cataclysmic_variables,gravitational,1.4913525e+30,0.75,5500000000000.0,8422886.219205303,,1.1349192525e+26,7.61e-05,tabulated_erd,,,,
V355 UMa,cataclysmic_variables,nuclear,1.4913525e+30,0.75,5500000000000.0,8422886.219205303,0.007,3.460207438136748e+27,0.002320180801076035,computed_from_mdot,2.982705e+29,0.0007030850912351622,0.004745824365837345,A2
V392 Hya,cataclysmic_variables,gravitational,1.4913525e+30,0.75,130000000000000.0,8422886.219205303,,2.6844345e+27,0.0018,tabulated_erd,,,,
V392 Hya,cataclysmic_variables,nuclear,1.4913525e+30,0.75,130000000000000.0,8422886.219205303,0.007,8.17867212650504e+28,0.05484063711634265,computed_from_mdot,1.789623e+29,0.018832636372370416,0.10066900169958005,A2
V426 Oph,cataclysmic_variables,gravitational,1.789623e+30,0.9,55000000000000.0,7926239.399437698,,1.134620982e+27,0.000634,tabulated_erd,,,,
V426 Oph,cataclysmic_variables,nuclear,1.789623e+30,0.9,55000000000000.0,7926239.399437698,0.007,3.460207438136748e+28,0.01933484000896696,computed_from_mdot,3.778093e+29,0.011610579488287084,0.03119321179423606,A2
V478 Her,cataclysmic_variables,gravitational,1.4913525e+30,0.75,200000000000000.0,8422886.219205303,,4.1310464249999996e+27,0.00277,tabulated_erd,,,,
V478 Her,cataclysmic_variables,nuclear,1.4913525e+30,0.75,200000000000000.0,8422886.219205303,0.007,1.2582572502315446e+29,0.08437021094821946,computed_from_mdot,2.982705e+29,0.021092552737054862,0.17928669826496635,A2
V503 Cyg,cataclysmic_variables,gravitational,1.4515831e+30,0.73,33500000000000.0,8499115.577348888,,6.909535555999998e+26,0.00047599999999999997,tabulated_erd,,,,
V503 Cyg,cataclysmic_variables,nuclear,1.4515831e+30,0.73,33500000000000.0,8499115.577348888,0.007,2.107580894137837e+28,0.014519188699137082,computed_from_mdot,2.982705e+29,0.004314385787124859,0.030002337944948734,A2
V513 Peg,cataclysmic_variables,gravitational,1.4913525e+30,0.75,23000000000000.0,8422886.219205303,,4.7425009500000006e+26,0.00031800000000000003,tabulated_erd,,,,
V513 Peg,cataclysmic_variables,nuclear,1.4913525e+30,0.75,23000000000000.0,8422886.219205303,0.007,1.4469958377662764e+28,0.009702574259045239,computed_from_mdot,2.982705e+29,0.0031638829105582298,0.019510611281775753,A2
V516 Cyg,cataclysmic_variables,gravitational,1.4913525e+30,0.75,500000000000000.0,8422886.219205303,,1.03201593e+28,0.00692,tabulated_erd,,,,
V516 Cyg,cataclysmic_variables,nuclear,1.4913525e+30,0.75,500000000000000.0,8422886.219205303,0.007,3.1456431255788617e+29,0.21092552737054865,computed_from_mdot,2.982705e+29,0.03515425456175811,0.4745824365837345,A2
V521 Peg,cataclysmic_variables,gravitational,1.4913525e+30,0.75,3500000000000.0,8422886.219205303,,7.2181461e+25,4.84e-05,tabulated_erd,,,,
V521 Peg,cataclysmic_variables,nuclear,1.4913525e+30,0.75,3500000000000.0,8422886.219205303,0.007,2.201950187905203e+27,0.0014764786915938406,computed_from_mdot,2.982705e+29,0.0005273138184263716,0.002900226001345044,A2
V537 Peg,cataclysmic_variables,gravitational,1.4913525e+30,0.75,105000000000000.0,8422886.219205303,,2.1624611249999998e+27,0.00145,tabulated_erd,,,,
V537 Peg,cataclysmic_variables,nuclear,1.4913525e+30,0.75,105000000000000.0,8422886.219205303,0.007,6.60585056371561e+28,0.04429436074781522,computed_from_mdot,2.982705e+29,0.01406170182470324,0.08964334913248317,A2
V630 Cas,cataclysmic_variables,gravitational,2.0083547e+30,1.01,7500000000000000.0,7627359.748238832,,1.5484414736999997e+29,0.07709999999999999,tabulated_erd,,,,
V630 Cas,cataclysmic_variables,nuclear,2.0083547e+30,1.01,7500000000000000.0,7627359.748238832,0.007,4.7184646883682926e+30,2.3494180028897746,computed_from_mdot,2.5850110000000002e+29,0.8326007659363763,4.314385787124859,A2
V713 Cep,cataclysmic_variables,gravitational,1.4913525e+30,0.75,130000000000.0,8422886.219205303,,2.6844344999999997e+24,1.7999999999999997e-06,tabulated_erd,,,,
V713 Cep,cataclysmic_variables,nuclear,1.4913525e+30,0.75,130000000000.0,8422886.219205303,0.007,8.17867212650504e+25,5.484063711634265e-05,computed_from_mdot,2.982705e+29,2.4607978193230674e-05,0.00010018962550101062,A2
V729 Sgr,cataclysmic_variables,gravitational,1.4913525e+30,0.75,20500000000000.0,8422886.219205303,,4.235441099999999e+26,0.00028399999999999996,tabulated_erd,,,,
V729 Sgr,cataclysmic_variables,nuclear,1.4913525e+30,0.75,20500000000000.0,8422886.219205303,0.007,1.2897136814873333e+28,0.008647946622192496,computed_from_mdot,2.982705e+29,0.002812340364940649,0.017401356008070266,A2
V792 Cyg,cataclysmic_variables,gravitational,1.4913525e+30,0.75,255000000000000.0,8422886.219205303,,5.264474324999999e+27,0.0035299999999999997,tabulated_erd,,,,
V792 Cyg,cataclysmic_variables,nuclear,1.4913525e+30,0.75,255000000000000.0,8422886.219205303,0.007,1.6042779940452195e+29,0.10757201895897982,computed_from_mdot,2.982705e+29,0.028123403649406485,0.22674494192333983,A2
V811 Cyg,cataclysmic_variables,gravitational,1.4913525e+30,0.75,21000000000000.0,8422886.219205303,,4.3398357749999994e+26,0.00029099999999999997,tabulated_erd,,,,
V811 Cyg,cataclysmic_variables,nuclear,1.4913525e+30,0.75,21000000000000.0,8422886.219205303,0.007,1.3211701127431219e+28,0.008858872149563043,computed_from_mdot,2.982705e+29,0.002812340364940648,0.017928669826496633,A2
V844 Her,cataclysmic_variables,gravitational,9.146962e+29,0.46,10500000000000.0,9913539.574595995,,2.167829994e+26,0.000237,tabulated_erd,,,,
V844 Her,cataclysmic_variables,nuclear,9.146962e+29,0.46,10500000000000.0,9913539.574595995,0.007,6.605850563715609e+27,0.007221906643665524,computed_from_mdot,1.789623e+29,0.004602011506266514,0.011116345361420806,A2
V893 Sco,cataclysmic_variables,gravitational,1.7697383e+30,0.8900000000000001,7500000000000.0,7955815.193596856,,1.5485210125e+26,8.75e-05,tabulated_erd,,,,
V893 Sco,cataclysmic_variables,nuclear,1.7697383e+30,0.8900000000000001,7500000000000.0,7955815.193596856,0.007,4.7184646883682925e+27,0.0026661934639535642,computed_from_mdot,3.579246e+29,0.000887069974922868,0.0053474077361547545,A2
VW Hyi,cataclysmic_variables,gravitational,1.3322749000000001e+30,0.67,31000000000000.0,8745602.905229848,,6.39491952e+26,0.00047999999999999996,tabulated_erd,,,,
VW Hyi,cataclysmic_variables,nuclear,1.3322749000000001e+30,0.67,31000000000000.0,8745602.905229848,0.007,1.9502987378588943e+28,0.014638861227955987,computed_from_mdot,4.374634e+29,0.007465341699069979,0.02882648874064164,A2
VW Vul,cataclysmic_variables,gravitational,6.959645e+29,0.35,195000000000000.0,10859054.356785757,,4.022674809999999e+27,0.0057799999999999995,tabulated_erd,,,,
VW Vul,cataclysmic_variables,nuclear,6.959645e+29,0.35,195000000000000.0,10859054.356785757,0.007,1.226800818975756e+29,0.1762734764453871,computed_from_mdot,1.3919290000000002e+29,0.1054627636852743,0.2824895455855563,A2
VZ Pyx,cataclysmic_variables,gravitational,1.590776e+30,0.8,15000000000000.0,8243621.176203499,,3.1020132e+26,0.000195,tabulated_erd,,,,
VZ Pyx,cataclysmic_variables,nuclear,1.590776e+30,0.8,15000000000000.0,8243621.176203499,0.007,9.436929376736585e+27,0.00593228045729668,computed_from_mdot,3.181552e+29,0.003625282501681305,0.009392777390719744,A2
WW Cet,cataclysmic_variables,gravitational,1.6504300999999998e+30,0.83,40000000000000.0,8143079.180132048,,8.252150499999999e+26,0.0005,tabulated_erd,,,,
WW Cet,cataclysmic_variables,nuclear,1.6504300999999998e+30,0.83,40000000000000.0,8143079.180132048,0.007,2.516514500463089e+28,0.015247628484617977,computed_from_mdot,3.181552e+29,0.009587523971388576,0.02361106649670321,A2
WX Hyi,cataclysmic_variables,gravitational,1.789623e+30,0.9,18500000000000.0,7926239.399437698,,3.81189699e+26,0.000213,tabulated_erd,,,,
WX Hyi,cataclysmic_variables,nuclear,1.789623e+30,0.9,18500000000000.0,7926239.399437698,0.007,1.1638879564641788e+28,0.00650353709392525,computed_from_mdot,5.96541e+29,0.0031638829105582306,0.01318284546065929,A2
X Leo,cataclysmic_variables,gravitational,2.0481241e+30,1.03,55000000000000.0,7577668.697604476,,1.1346607514000001e+27,0.000554,tabulated_erd,,,,
X Leo,cataclysmic_variables,nuclear,2.0481241e+30,1.03,55000000000000.0,7577668.697604476,0.007,3.460207438136748e+28,0.016894520396184724,computed_from_mdot,4.175787e+29,0.010206073905026548,0.027008756553545864,A2
YZ Cnc,cataclysmic_variables,gravitational,1.6305454e+30,0.82,45000000000000.0,8176047.471567093,,9.294108779999998e+26,0.00057,tabulated_erd,,,,
YZ Cnc,cataclysmic_variables,nuclear,1.6305454e+30,0.82,45000000000000.0,8176047.471567093,0.007,2.8310788130209753e+28,0.017362772070136628,computed_from_mdot,1.590776e+29,0.014061701824703244,0.021377587233501555,A2
Z Cam,cataclysmic_variables,gravitational,1.9685853e+30,0.99,240000000000000.0,7678380.393807681,,4.960834956e+27,0.00252,tabulated_erd,,,,
Z Cam,cataclysmic_variables,nuclear,1.9685853e+30,0.99,240000000000000.0,7678380.393807681,0.007,1.5099087002778536e+29,0.0767001917711086,computed_from_mdot,2.982705e+29,0.03885470241036422,0.12806192733211882,A2
AE Aqr,cataclysmic_variables,gravitational,1.2527361e+30,0.63,110000000000000.0,8926910.323505308,,2.2674523409999997e+27,0.00181,tabulated_erd,,,,
AE Aqr,cataclysmic_variables,nuclear,1.2527361e+30,0.63,110000000000000.0,8926910.323505308,0.007,6.920414876273496e+28,0.05524240002561989,computed_from_mdot,9.94235e+28,0.0418749208750354,0.07091461696078792,A3
BG CMi,cataclysmic_variables,gravitational,1.590776e+30,0.8,200000000000000.0,8243621.176203499,,4.12010984e+27,0.00259,tabulated_erd,,,,
BG CMi,cataclysmic_variables,nuclear,1.590776e+30,0.8,200000000000000.0,8243621.176203499,0.007,1.2582572502315446e+29,0.07909707276395574,computed_from_mdot,3.97694e+29,0.041130477837256985,0.14237473097512032,A3
BK Lyn,cataclysmic_variables,gravitational,8.152727e+29,0.41,65000000000000.0,10301174.314367136,,1.3451999549999997e+27,0.0016499999999999998,tabulated_erd,,,,
BK Lyn,cataclysmic_variables,nuclear,8.152727e+29,0.41,65000000000000.0,10301174.314367136,0.007,4.08933606325252e+28,0.05015911931372804,computed_from_mdot,4.573481e+29,0.019774268190988938,0.15819414552791153,A3
FO Aqr,cataclysmic_variables,gravitational,1.4913525e+30,0.75,850000000000000.0,8422886.219205303,,1.7597959499999996e+28,0.011799999999999998,tabulated_erd,,,,
FO Aqr,cataclysmic_variables,nuclear,1.4913525e+30,0.75,850000000000000.0,8422886.219205303,0.007,5.347593313484065e+29,0.3585733965299327,computed_from_mdot,2.982705e+29,0.1757712728087905,0.632776582111646,A3
IX Vel,cataclysmic_variables,gravitational,1.6305454e+30,0.82,350000000000000.0,8176047.471567093,,7.223316121999999e+27,0.00443,tabulated_erd,,,,
IX Vel,cataclysmic_variables,nuclear,1.6305454e+30,0.82,350000000000000.0,8176047.471567093,0.007,2.2019501879052032e+29,0.13504378276772933,computed_from_mdot,2.7838580000000004e+29,0.09887134095494468,0.1861107594446018,A3
LQ Peg,cataclysmic_variables,gravitational,1.4913525e+30,0.75,1450000000000000.0,8422886.219205303,,2.997618525e+28,0.0201,tabulated_erd,,,,
LQ Peg,cataclysmic_variables,nuclear,1.4913525e+30,0.75,1450000000000000.0,8422886.219205303,0.007,9.122365064178698e+29,0.6116840293745911,computed_from_mdot,2.982705e+29,0.10546276368527432,1.3710159279085663,A3
MV Lyr,cataclysmic_variables,gravitational,1.4515831e+30,0.73,450000000000000.0,8499115.577348888,,9.290131839999999e+27,0.0063999999999999994,tabulated_erd,,,,
MV Lyr,cataclysmic_variables,nuclear,1.4515831e+30,0.73,450000000000000.0,8499115.577348888,0.007,2.8310788130209754e+29,0.19503387804811007,computed_from_mdot,1.98847e+29,0.15247628484617975,0.2511018182982722,A3
RR Pic,cataclysmic_variables,gravitational,1.8890465e+30,0.95,1e+16,7784669.037536037,,2.0590606849999998e+29,0.109,tabulated_erd,,,,
RR Pic,cataclysmic_variables,nuclear,1.8890465e+30,0.95,1e+16,7784669.037536037,0.007,6.291286251157723e+30,3.3304030637455053,computed_from_mdot,3.778093e+29,0.8326007659363763,7.077106510459199,A3
RW Sex,cataclysmic_variables,gravitational,1.789623e+30,0.9,700000000000000.0,7926239.399437698,,1.444225761e+28,0.00807,tabulated_erd,,,,
RW Sex,cataclysmic_variables,nuclear,1.789623e+30,0.9,700000000000000.0,7926239.399437698,0.007,4.4039003758104064e+29,0.24607978193230676,computed_from_mdot,9.94235e+28,0.1998241838247303,0.2977772151113628,A3
RW Tri,cataclysmic_variables,gravitational,1.0936585000000001e+30,0.55,1000000000000000.0,9340292.110797748,,2.067014565e+28,0.0189,tabulated_erd,,,,
RW Tri,cataclysmic_variables,nuclear,1.0936585000000001e+30,0.55,1000000000000000.0,9340292.110797748,0.007,6.291286251157723e+29,0.5752514382833145,computed_from_mdot,2.982705e+29,0.31638829105582295,1.0282619459314246,A3
TT Ari,cataclysmic_variables,gravitational,1.789623e+30,0.9,700000000000000.0,7926239.399437698,,1.444225761e+28,0.00807,tabulated_erd,,,,
TT Ari,cataclysmic_variables,nuclear,1.789623e+30,0.9,700000000000000.0,7926239.399437698,0.007,4.4039003758104064e+29,0.24607978193230676,computed_from_mdot,3.579246e+29,0.1464760606739921,0.3954853638197787,A3
TV Col,cataclysmic_variables,gravitational,1.4913525e+30,0.75,750000000000000.0,8422886.219205303,,1.5510066e+28,0.0104,tabulated_erd,,,,
TV Col,cataclysmic_variables,nuclear,1.4913525e+30,0.75,750000000000000.0,8422886.219205303,0.007,4.718464688368292e+29,0.316388291055823,computed_from_mdot,2.982705e+29,0.1757712728087905,0.5273138184263716,A3
TX Col,cataclysmic_variables,gravitational,1.0737738e+30,0.54,1200000000000000.0,9397595.949881762,,2.480417478e+28,0.0231,tabulated_erd,,,,
TX Col,cataclysmic_variables,nuclear,1.0737738e+30,0.54,1200000000000000.0,9397595.949881762,0.007,7.549543501389268e+29,0.7030850912351622,computed_from_mdot,1.98847e+29,0.148307011432417,1.5100350254937005,A3
UX UMa,cataclysmic_variables,gravitational,1.789623e+30,0.9,400000000000000.0,7926239.399437698,,8.25016203e+27,0.0046099999999999995,tabulated_erd,,,,
UX UMa,cataclysmic_variables,nuclear,1.789623e+30,0.9,400000000000000.0,7926239.399437698,0.007,2.516514500463089e+29,0.14061701824703243,computed_from_mdot,5.96541e+29,0.05273138184263717,0.316388291055823,A3
V1084 Her,cataclysmic_variables,gravitational,1.4913525e+30,0.75,400000000000000.0,8422886.219205303,,8.262092849999999e+27,0.00554,tabulated_erd,,,,
V1084 Her,cataclysmic_variables,nuclear,1.4913525e+30,0.75,400000000000000.0,8422886.219205303,0.007,2.516514500463089e+29,0.16874042189643892,computed_from_mdot,2.982705e+29,0.10546276368527432,0.2636569092131858,A3
V1223 Sgr,cataclysmic_variables,gravitational,1.8492771e+30,0.93,550000000000000.0,7840077.799281121,,1.1354561394e+28,0.00614,tabulated_erd,,,,
V1223 Sgr,cataclysmic_variables,nuclear,1.8492771e+30,0.93,550000000000000.0,7840077.799281121,0.007,3.460207438136748e+29,0.18711135492548672,computed_from_mdot,2.3861639999999997e+29,0.12052887278317068,0.2734219799247853,A3
V3885 Sgr,cataclysmic_variables,gravitational,1.391929e+30,0.7,1050000000000000.0,8618837.154670784,,2.1714092399999996e+28,0.0156,tabulated_erd,,,,
V3885 Sgr,cataclysmic_variables,nuclear,1.391929e+30,0.7,1050000000000000.0,8618837.154670784,0.007,6.605850563715609e+29,0.4745824365837345,computed_from_mdot,2.7838580000000004e+29,0.18832636372370415,0.90396654587378,A3
V592 Cas,cataclysmic_variables,gravitational,1.6106607e+30,0.81,950000000000000.0,8209556.237301669,,1.965006054e+28,0.0122,tabulated_erd,,,,
V592 Cas,cataclysmic_variables,nuclear,1.6106607e+30,0.81,950000000000000.0,8209556.237301669,0.007,5.976721938599837e+29,0.37107268704078,computed_from_mdot,3.181552e+29,0.19570409756030285,0.6327765821116459,A3
V603 Aql,cataclysmic_variables,gravitational,2.386164e+30,1.2,240000000000000.0,7201466.418217846,,4.963221119999999e+27,0.00208,tabulated_erd,,,,
V603 Aql,cataclysmic_variables,nuclear,2.386164e+30,1.2,240000000000000.0,7201466.418217846,0.007,1.5099087002778536e+29,0.0632776582111646,computed_from_mdot,3.97694e+29,0.0406784945643201,0.0949164873167469,A3
V795 Her,cataclysmic_variables,gravitational,1.3720443e+30,0.69,4600000000000000.0,8660274.50875726,,9.494546555999999e+28,0.0692,tabulated_erd,,,,
V795 Her,cataclysmic_variables,nuclear,1.3720443e+30,0.69,4600000000000000.0,8660274.50875726,0.007,2.8939916755325524e+30,2.1092552737054864,computed_from_mdot,2.7838580000000004e+29,0.3049525696923594,4.832112081579842,A3
4U 0513-40,neutron_stars,gravitational,2.783858e+30,1.4,14990272168986.234,12000.0,,1.3446034139999997e+29,0.048299999999999996,tabulated_erd,,,,
EXO 0748-676,neutron_stars,gravitational,2.783858e+30,1.4,6301270229992.142,12000.0,,5.651231739999999e+28,0.0203,tabulated_erd,,,,
4U 0919-54,neutron_stars,gravitational,2.783858e+30,1.4,2723642347643.674,12000.0,,2.4442273239999995e+28,0.00878,tabulated_erd,,,,
4U 1608-52,neutron_stars,gravitational,2.783858e+30,1.4,15008797347707.05,12000.0,,1.3473872719999998e+29,0.0484,tabulated_erd,,,,
4U 1636-536,neutron_stars,gravitational,2.783858e+30,1.4,31004470032575.355,12000.0,,2.7838579999999997e+29,0.09999999999999999,tabulated_erd,,,,
MXB 1659-298,neutron_stars,gravitational,2.783858e+30,1.4,31520528582655.21,12000.0,,2.8395351599999996e+29,0.102,tabulated_erd,,,,
4U 1702-429,neutron_stars,gravitational,2.783858e+30,1.4,16426351584721.273,12000.0,,1.4754447399999999e+29,0.053,tabulated_erd,,,,
4U 1705-44,neutron_stars,gravitational,2.783858e+30,1.4,35582079500975.99,12000.0,,3.201436699999999e+29,0.11499999999999999,tabulated_erd,,,,
XTE J1710-28,neutron_stars,gravitational,2.783858e+30,1.4,6657785404149.872,12000.0,,5.985294699999999e+28,0.0215,tabulated_erd,,,,
4U 1724-307,neutron_stars,gravitational,2.783858e+30,1.4,22116795003422.312,12000.0,,1.984890754e+29,0.0713,tabulated_erd,,,,
4U 1728-34,neutron_stars,gravitational,2.783858e+30,1.4,34980893343917.16,12000.0,,3.1457595399999996e+29,0.11299999999999999,tabulated_erd,,,,
KS 1731-260,neutron_stars,gravitational,2.783858e+30,1.4,43353770039229.85,12000.0,,3.8974011999999995e+29,0.13999999999999999,tabulated_erd,,,,
4U 1735-44,neutron_stars,gravitational,2.783858e+30,1.4,90031108366922.72,12000.0,,8.073188199999999e+29,0.29,tabulated_erd,,,,
"SAX J1747,0-",neutron_stars,gravitational,2.783858e+30,1.4,37270895283545.01,12000.0,,3.3406296e+29,0.12,tabulated_erd,,,,
GX 3+1,neutron_stars,gravitational,2.783858e+30,1.4,116317958906887.73,12000.0,,1.0439467499999999e+30,0.375,tabulated_erd,,,,
"SAX J1748,9-",neutron_stars,gravitational,2.783858e+30,1.4,88313433632468.89,12000.0,,7.933995299999999e+29,0.285,tabulated_erd,,,,
EXO 1745-248,neutron_stars,gravitational,2.783858e+30,1.4,44203785892780.19,12000.0,,3.98091694e+29,0.14300000000000002,tabulated_erd,,,,
4U 1746-37,neutron_stars,gravitational,2.783858e+30,1.4,128496058537404.64,12000.0,,1.1525172119999998e+30,0.414,tabulated_erd,,,,
"SAX J1750,8-",neutron_stars,gravitational,2.783858e+30,1.4,34301510769196.645,12000.0,,3.0900823799999997e+29,0.111,tabulated_erd,,,,
GRS 1747-312,neutron_stars,gravitational,2.783858e+30,1.4,20361502814219.082,12000.0,,1.8262108479999997e+29,0.06559999999999999,tabulated_erd,,,,
"SAX J1808,4-",neutron_stars,gravitational,2.783858e+30,1.4,9010546112505.387,12000.0,,8.10102678e+28,0.0291,tabulated_erd,,,,
GX 17+2,neutron_stars,gravitational,2.783858e+30,1.4,965218521085253.8,12000.0,,8.657798379999999e+30,3.11,tabulated_erd,,,,
3A 1820-303,neutron_stars,gravitational,2.783858e+30,1.4,50262464496666.414,12000.0,,4.509849959999999e+29,0.16199999999999998,tabulated_erd,,,,
